Date,High,Low,Open,Close,Volume,Adj Close
2010-05-04,21011.94921875,20743.490234375,20935.900390625,20763.05078125,1291199700.0,20763.05078125
2010-05-05,20505.66015625,20293.23046875,20390.119140625,20327.5390625,2384536200.0,20327.5390625
2010-05-06,20303.220703125,19888.490234375,20177.470703125,20133.41015625,2153780000.0,20133.41015625
2010-05-07,20037.599609375,19699.5,19699.5,19920.2890625,2324807000.0,19920.2890625
2010-05-10,20491.94921875,20035.599609375,20118.94921875,20426.640625,1820977600.0,20426.640625
2010-05-11,20398.4296875,19977.099609375,20346.5390625,20146.509765625,1888728800.0,20146.509765625
2010-05-12,20237.859375,20003.490234375,20175.740234375,20212.490234375,1157921500.0,20212.490234375
2010-05-13,20526.580078125,20273.990234375,20411.55078125,20422.4609375,1340553400.0,20422.4609375
2010-05-14,20352.80078125,20130.779296875,20258.44921875,20145.4296875,1366467100.0,20145.4296875
2010-05-17,19832.029296875,19593.5,19832.029296875,19715.19921875,1728648000.0,19715.19921875
2010-05-18,20013.330078125,19672.390625,19768.80078125,19944.939453125,1350108900.0,19944.939453125
2010-05-19,19785.859375,19546.220703125,19552.16015625,19578.98046875,1293434300.0,19578.98046875
2010-05-20,19747.16015625,19276.4609375,19694.470703125,19545.830078125,1585500000.0,19545.830078125
2010-05-24,19757.439453125,19470.279296875,19470.279296875,19667.759765625,1641682500.0,19667.759765625
2010-05-25,19328.359375,18974.51953125,19317.240234375,18985.5,2165693400.0,18985.5
2010-05-26,19242.060546875,19047.69921875,19177.33984375,19196.44921875,2264630000.0,19196.44921875
2010-05-27,19555.779296875,18971.51953125,19015.890625,19431.369140625,2136796800.0,19431.369140625
2010-05-28,19910.060546875,19710.859375,19816.390625,19766.7109375,2068737600.0,19766.7109375
2010-05-31,19823.990234375,19629.830078125,19705.529296875,19765.189453125,1075849200.0,19765.189453125
2010-06-01,19805.599609375,19463.349609375,19600.5703125,19496.94921875,1098816400.0,19496.94921875
2010-06-02,19656.220703125,19372.130859375,19651.55078125,19471.80078125,1231922500.0,19471.80078125
2010-06-03,19859.80078125,19744.3203125,19822.890625,19786.7109375,1270634900.0,19786.7109375
2010-06-04,19841.6796875,19658.66015625,19765.25,19780.0703125,1011348700.0,19780.0703125
2010-06-07,19389.91015625,19211.669921875,19211.669921875,19378.150390625,1583714800.0,19378.150390625
2010-06-08,19510.08984375,19333.099609375,19459.740234375,19487.48046875,904490700.0,19487.48046875
2010-06-09,19792.279296875,19383.890625,19488.19921875,19621.240234375,1263124900.0,19621.240234375
2010-06-10,19729.150390625,19517.609375,19517.609375,19632.69921875,962222800.0,19632.69921875
2010-06-11,19995.640625,19834.23046875,19995.640625,19872.380859375,1146581300.0,19872.380859375
2010-06-14,20102.55078125,20024.0390625,20102.55078125,20051.91015625,954758200.0,20051.91015625
2010-06-15,20142.099609375,19970.91015625,19998.529296875,20062.150390625,996054700.0,20062.150390625
2010-06-17,20201.810546875,20078.58984375,20201.810546875,20138.400390625,1034862900.0,20138.400390625
2010-06-18,20315.419921875,20138.349609375,20199.220703125,20286.7109375,1413431500.0,20286.7109375
2010-06-21,20938.330078125,20571.400390625,20571.400390625,20912.1796875,3171247200.0,20912.1796875
2010-06-22,20957.08984375,20796.380859375,20861.470703125,20819.080078125,1597804000.0,20819.080078125
2010-06-23,20866.880859375,20689.150390625,20718.66015625,20856.609375,1362845100.0,20856.609375
2010-06-24,20901.150390625,20710.150390625,20797.439453125,20733.490234375,1067905400.0,20733.490234375
2010-06-25,20732.30078125,20563.9296875,20615.919921875,20690.7890625,1338524400.0,20690.7890625
2010-06-28,20862.380859375,20687.26953125,20718.080078125,20726.6796875,1171423600.0,20726.6796875
2010-06-29,20738.150390625,20190.880859375,20727.44921875,20248.900390625,1781397200.0,20248.900390625
2010-06-30,20143.16015625,19971.26953125,19985.720703125,20128.990234375,1588071700.0,20128.990234375
2010-07-02,20161.990234375,19803.220703125,20059.560546875,19905.3203125,1374627100.0,19905.3203125
2010-07-05,19913.400390625,19793.470703125,19809.060546875,19842.19921875,1251615800.0,19842.19921875
2010-07-06,20084.119140625,19777.830078125,19777.830078125,20084.119140625,1204498500.0,20084.119140625
2010-07-07,19948.150390625,19800.23046875,19948.150390625,19857.0703125,1083584000.0,19857.0703125
2010-07-08,20236.1796875,20002.009765625,20231.150390625,20050.560546875,1137900000.0,20050.560546875
2010-07-09,20418.310546875,20116.51953125,20142.779296875,20378.66015625,1673574500.0,20378.66015625
2010-07-12,20539.609375,20368.619140625,20476.01953125,20467.4296875,1675481300.0,20467.4296875
2010-07-13,20529.41015625,20378.990234375,20485.109375,20431.060546875,1309265400.0,20431.060546875
2010-07-14,20722.220703125,20512.240234375,20722.220703125,20560.810546875,1562984100.0,20560.810546875
2010-07-15,20665.619140625,20226.259765625,20530.2890625,20255.619140625,1591164000.0,20255.619140625
2010-07-16,20313.740234375,20173.490234375,20293.609375,20250.16015625,1648123300.0,20250.16015625
2010-07-19,20127.560546875,20007.880859375,20007.880859375,20090.94921875,1040734400.0,20090.94921875
2010-07-20,20403.009765625,20075.720703125,20075.720703125,20264.58984375,1168031200.0,20264.58984375
2010-07-21,20494.1796875,20334.349609375,20377.599609375,20487.23046875,1115583200.0,20487.23046875
2010-07-22,20592.4609375,20384.73046875,20487.490234375,20589.69921875,951757400.0,20589.69921875
2010-07-23,20847.849609375,20728.41015625,20847.849609375,20815.330078125,1641271300.0,20815.330078125
2010-07-26,20963.080078125,20826.98046875,20944.630859375,20839.91015625,1139652600.0,20839.91015625
2010-07-27,21008.779296875,20824.05078125,20965.5390625,20973.390625,1118094600.0,20973.390625
2010-07-28,21199.55078125,20902.16015625,20961.55078125,21091.1796875,1350370800.0,21091.1796875
2010-07-29,21130.740234375,20970.9296875,21091.169921875,21093.8203125,1014336800.0,21093.8203125
2010-07-30,21095.900390625,20945.630859375,21008.4609375,21029.810546875,947166100.0,21029.810546875
2010-08-02,21439.220703125,21221.4296875,21221.4296875,21412.7890625,1646320600.0,21412.7890625
2010-08-03,21610.1796875,21409.810546875,21610.1796875,21457.66015625,1419675100.0,21457.66015625
2010-08-04,21621.8203125,21427.509765625,21567.330078125,21549.880859375,1243029800.0,21549.880859375
2010-08-05,21618.580078125,21462.23046875,21577.130859375,21551.720703125,940912600.0,21551.720703125
2010-08-06,21722.380859375,21456.740234375,21575.94921875,21678.80078125,1309182000.0,21678.80078125
2010-08-09,21805.939453125,21622.119140625,21640.529296875,21801.58984375,999901600.0,21801.58984375
2010-08-10,21765.580078125,21446.80078125,21764.23046875,21473.599609375,1257248200.0,21473.599609375
2010-08-11,21643.240234375,21239.169921875,21542.26953125,21294.5390625,1475898300.0,21294.5390625
2010-08-12,21124.98046875,20926.48046875,21039.419921875,21105.7109375,1695693200.0,21105.7109375
2010-08-13,21205.6796875,21012.509765625,21095.169921875,21071.5703125,1230389200.0,21071.5703125
2010-08-16,21209.4609375,20881.94921875,20881.94921875,21112.119140625,1053815500.0,21112.119140625
2010-08-17,21161.73046875,21015.009765625,21081.310546875,21137.4296875,671736700.0,21137.4296875
2010-08-18,21277.119140625,20968.69921875,21167.880859375,21022.73046875,1282606400.0,21022.73046875
2010-08-19,21297.619140625,21023.30078125,21094.69921875,21072.4609375,1336442900.0,21072.4609375
2010-08-20,20997.390625,20868.240234375,20929.720703125,20981.8203125,1096937300.0,20981.8203125
2010-08-23,21035.009765625,20845.69921875,20963.25,20889.009765625,857934200.0,20889.009765625
2010-08-24,20937.529296875,20651.26953125,20759.349609375,20658.7109375,1243939200.0,20658.7109375
2010-08-25,20667.30078125,20512.779296875,20603.5703125,20634.98046875,1224482900.0,20634.98046875
2010-08-26,20664.759765625,20567.330078125,20603.1796875,20612.060546875,1026568000.0,20612.060546875
2010-08-27,20670.5703125,20552.55078125,20563.08984375,20597.349609375,1212734100.0,20597.349609375
2010-08-30,20832.359375,20668.810546875,20797.009765625,20737.220703125,1056592500.0,20737.220703125
2010-08-31,20608.55078125,20372.2890625,20539.220703125,20536.490234375,1329326000.0,20536.490234375
2010-09-01,20649.44921875,20529.869140625,20570.51953125,20623.830078125,1114882400.0,20623.830078125
2010-09-02,20938.2890625,20819.609375,20864.400390625,20868.919921875,1272295600.0,20868.919921875
2010-09-03,21028.66015625,20860.890625,20918.810546875,20971.5,1340909700.0,20971.5
2010-09-06,21398.08984375,21139.7890625,21155.91015625,21355.76953125,1599558900.0,21355.76953125
2010-09-07,21435.580078125,21313.259765625,21419.91015625,21401.7890625,1163804400.0,21401.7890625
2010-09-08,21214.810546875,21066.689453125,21213.19921875,21088.859375,1956624400.0,21088.859375
2010-09-09,21248.580078125,21122.73046875,21169.8203125,21167.26953125,1086561300.0,21167.26953125
2010-09-10,21332.439453125,21092.810546875,21310.720703125,21257.390625,1125390400.0,21257.390625
2010-09-13,21714.359375,21395.5703125,21396.900390625,21658.349609375,2035235400.0,21658.349609375
2010-09-14,21763.73046875,21656.44921875,21760.73046875,21696.0390625,1515505900.0,21696.0390625
2010-09-15,21819.94921875,21633.0703125,21819.94921875,21725.640625,1104117600.0,21725.640625
2010-09-16,21726.009765625,21525.7109375,21694.2109375,21691.44921875,1482348700.0,21691.44921875
2010-09-17,21988.869140625,21713.669921875,21744.529296875,21970.859375,1889361200.0,21970.859375
2010-09-20,22009.099609375,21874.419921875,21918.44921875,21977.33984375,1215077100.0,21977.33984375
2010-09-21,22118.580078125,21950.689453125,22118.580078125,22002.58984375,1279489500.0,22002.58984375
2010-09-22,22229.1796875,22021.599609375,22077.380859375,22047.7109375,1308382700.0,22047.7109375
2010-09-24,22155.669921875,21956.759765625,21972.880859375,22119.4296875,1297378000.0,22119.4296875
2010-09-27,22407.23046875,22292.5390625,22351.330078125,22340.83984375,1522320100.0,22340.83984375
2010-09-28,22371.599609375,22091.130859375,22329.8203125,22109.94921875,1534385300.0,22109.94921875
2010-09-29,22439.189453125,22300.08984375,22314.560546875,22378.669921875,1945557600.0,22378.669921875
2010-09-30,22381.330078125,22202.4296875,22287.080078125,22358.169921875,2329902800.0,22358.169921875
2010-10-04,22734.880859375,22542.359375,22542.359375,22618.66015625,2591989000.0,22618.66015625
2010-10-05,22670.810546875,22504.05078125,22532.0390625,22639.140625,1820436400.0,22639.140625
2010-10-06,23023.130859375,22872.419921875,23006.19921875,22880.41015625,3266486800.0,22880.41015625
2010-10-07,22996.73046875,22824.05078125,22996.73046875,22884.3203125,2175196000.0,22884.3203125
2010-10-08,23093.76953125,22861.150390625,22861.150390625,22944.1796875,1559428700.0,22944.1796875
2010-10-11,23302.2890625,23151.619140625,23169.130859375,23207.310546875,2067039600.0,23207.310546875
2010-10-12,23254.140625,23055.609375,23161.2109375,23121.69921875,1655482800.0,23121.69921875
2010-10-13,23471.66015625,23035.5703125,23329.3203125,23457.689453125,2514523800.0,23457.689453125
2010-10-14,23866.869140625,23614.400390625,23685.259765625,23852.169921875,4144523600.0,23852.169921875
2010-10-15,23862.5390625,23650.30078125,23733.7890625,23757.630859375,3594968800.0,23757.630859375
2010-10-18,23716.48046875,23467.44921875,23693.119140625,23469.380859375,2263839600.0,23469.380859375
2010-10-19,23768.08984375,23551.310546875,23551.310546875,23763.73046875,1616146200.0,23763.73046875
2010-10-20,23689.990234375,23307.490234375,23423.8203125,23556.5,2639446200.0,23556.5
2010-10-21,23736.7890625,23450.830078125,23736.7890625,23649.48046875,1713519600.0,23649.48046875
2010-10-22,23667.419921875,23465.759765625,23647.3203125,23517.5390625,1259332100.0,23517.5390625
2010-10-25,23781.880859375,23519.16015625,23551.140625,23627.91015625,1441732700.0,23627.91015625
2010-10-26,23727.630859375,23546.330078125,23727.630859375,23601.240234375,1401312000.0,23601.240234375
2010-10-27,23708.669921875,23148.1796875,23543.73046875,23164.580078125,1882652400.0,23164.580078125
2010-10-28,23290.5390625,23136.970703125,23290.5390625,23210.859375,1333725400.0,23210.859375
2010-10-29,23222.349609375,22880.6796875,23177.689453125,23096.3203125,1905046800.0,23096.3203125
2010-11-01,23656.650390625,23366.8203125,23366.8203125,23652.939453125,1709508800.0,23652.939453125
2010-11-02,23724.869140625,23566.880859375,23608.1796875,23671.419921875,1622167200.0,23671.419921875
2010-11-03,24163.83984375,23684.990234375,23802.060546875,24144.669921875,2699609200.0,24144.669921875
2010-11-04,24550.080078125,24345.9296875,24377.0703125,24535.630859375,2315843600.0,24535.630859375
2010-11-05,24931.849609375,24732.900390625,24905.4296875,24876.8203125,2815142000.0,24876.8203125
2010-11-08,24988.5703125,24732.51953125,24838.220703125,24964.369140625,1811291000.0,24964.369140625
2010-11-09,24963.259765625,24687.30078125,24858.33984375,24710.599609375,2258169600.0,24710.599609375
2010-11-10,24692.5390625,24421.029296875,24672.5,24500.609375,1945425200.0,24500.609375
2010-11-11,24887.580078125,24505.150390625,24598.810546875,24700.30078125,1795744400.0,24700.30078125
2010-11-12,24608.66015625,24187.26953125,24404.91015625,24222.580078125,2093440400.0,24222.580078125
2010-11-15,24382.140625,24002.650390625,24371.76953125,24027.1796875,1668533900.0,24027.1796875
2010-11-16,24085.23046875,23578.869140625,24009.83984375,23693.01953125,1923820400.0,23693.01953125
2010-11-17,23618.240234375,23192.490234375,23432.23046875,23214.4609375,2171390000.0,23214.4609375
2010-11-18,23671.509765625,23327.2890625,23437.80078125,23637.390625,1718261200.0,23637.390625
2010-11-19,23686.419921875,23252.330078125,23625.310546875,23605.7109375,1903795800.0,23605.7109375
2010-11-22,23592.76953125,23419.41015625,23499.630859375,23524.01953125,1649739600.0,23524.01953125
2010-11-23,23322.169921875,22871.109375,23290.279296875,22896.140625,2174817200.0,22896.140625
2010-11-24,23166.689453125,22971.2109375,23107.439453125,23023.859375,1464288200.0,23023.859375
2010-11-25,23283.220703125,23037.859375,23110.01953125,23054.6796875,1278446100.0,23054.6796875
2010-11-26,23107.669921875,22782.98046875,23033.0,22877.25,1134013900.0,22877.25
2010-11-29,23187.75,22785.279296875,22832.05078125,23166.220703125,1211558300.0,23166.220703125
2010-11-30,23199.439453125,22844.529296875,23122.400390625,23007.990234375,1711364400.0,23007.990234375
2010-12-01,23325.7890625,22842.119140625,22973.80078125,23249.80078125,1622216800.0,23249.80078125
2010-12-02,23575.380859375,23388.740234375,23554.75,23448.779296875,1727085200.0,23448.779296875
2010-12-03,23611.0390625,23286.5390625,23555.759765625,23320.51953125,1638261100.0,23320.51953125
2010-12-06,23612.25,23213.7109375,23507.19921875,23237.689453125,1448276400.0,23237.689453125
2010-12-07,23475.2890625,23101.810546875,23177.400390625,23428.150390625,1395045300.0,23428.150390625
2010-12-08,23374.369140625,22998.33984375,23362.66015625,23092.51953125,1469118800.0,23092.51953125
2010-12-09,23269.359375,23083.16015625,23167.869140625,23171.80078125,1359040600.0,23171.80078125
2010-12-10,23202.2890625,22965.900390625,23091.51953125,23162.91015625,1351974400.0,23162.91015625
2010-12-13,23490.1796875,23233.400390625,23362.3203125,23317.609375,1108577600.0,23317.609375
2010-12-14,23453.419921875,23328.009765625,23451.400390625,23431.189453125,1005933600.0,23431.189453125
2010-12-15,23371.33984375,22876.880859375,23371.33984375,22975.349609375,1731628800.0,22975.349609375
2010-12-16,22992.0703125,22598.9609375,22949.779296875,22668.779296875,1490108700.0,22668.779296875
2010-12-17,22732.619140625,22519.609375,22660.880859375,22714.849609375,1426267400.0,22714.849609375
2010-12-20,22716.779296875,22392.669921875,22708.4296875,22639.080078125,1175563700.0,22639.080078125
2010-12-21,23025.470703125,22671.609375,22711.4609375,22993.859375,1262033000.0,22993.859375
2010-12-22,23160.439453125,22990.689453125,23039.849609375,23045.189453125,1191357100.0,23045.189453125
2010-12-23,23151.380859375,22867.9296875,23139.580078125,22902.970703125,739929600.0,22902.970703125
2010-12-28,22684.830078125,22529.259765625,22553.150390625,22621.73046875,1031032400.0,22621.73046875
2010-12-29,22981.51953125,22663.80078125,22725.380859375,22969.30078125,796503200.0,22969.30078125
2010-12-30,23111.26953125,22890.560546875,22987.83984375,22999.33984375,979943400.0,22999.33984375
2011-01-03,23443.529296875,23057.51953125,23135.640625,23436.05078125,1066929900.0,23436.05078125
2011-01-04,23695.609375,23408.08984375,23477.310546875,23668.48046875,1330693400.0,23668.48046875
2011-01-05,23773.98046875,23579.740234375,23650.1796875,23757.8203125,1277768100.0,23757.8203125
2011-01-06,23861.220703125,23698.380859375,23861.220703125,23786.30078125,1147689000.0,23786.30078125
2011-01-07,23880.76953125,23654.0390625,23744.029296875,23686.630859375,1287345900.0,23686.630859375
2011-01-10,23783.830078125,23481.80078125,23715.470703125,23527.259765625,1087090700.0,23527.259765625
2011-01-11,23855.830078125,23512.220703125,23606.759765625,23760.33984375,1171815200.0,23760.33984375
2011-01-12,24168.359375,23857.169921875,23857.169921875,24125.609375,1592876200.0,24125.609375
2011-01-13,24378.810546875,24208.44921875,24347.33984375,24238.98046875,2323232000.0,24238.98046875
2011-01-14,24347.259765625,24187.900390625,24273.619140625,24283.23046875,1531630800.0,24283.23046875
2011-01-17,24364.0703125,24098.029296875,24364.0703125,24156.970703125,1209066000.0,24156.970703125
2011-01-18,24382.009765625,24104.33984375,24189.830078125,24153.98046875,1286503700.0,24153.98046875
2011-01-19,24434.400390625,24243.880859375,24321.25,24419.619140625,1356744900.0,24419.619140625
2011-01-20,24248.3203125,23963.859375,24248.3203125,24003.69921875,1531227300.0,24003.69921875
2011-01-21,24130.16015625,23840.2890625,23913.189453125,23876.859375,1335216400.0,23876.859375
2011-01-24,23970.30078125,23751.720703125,23970.30078125,23801.779296875,1201912500.0,23801.779296875
2011-01-25,23999.109375,23769.4609375,23891.6796875,23788.830078125,1038887000.0,23788.830078125
2011-01-26,23976.369140625,23662.1796875,23802.880859375,23843.240234375,1318215100.0,23843.240234375
2011-01-27,24023.6796875,23734.69921875,23771.119140625,23779.619140625,1585159500.0,23779.619140625
2011-01-28,23763.740234375,23580.419921875,23763.740234375,23617.01953125,1501890600.0,23617.01953125
2011-01-31,23520.5390625,23285.599609375,23314.689453125,23447.33984375,1962800000.0,23447.33984375
2011-02-01,23552.23046875,23422.720703125,23451.619140625,23482.94921875,1362605700.0,23482.94921875
2011-02-07,23981.740234375,23530.80078125,23981.740234375,23553.58984375,1480979600.0,23553.58984375
2011-02-08,23616.830078125,23396.169921875,23613.490234375,23484.30078125,1683188000.0,23484.30078125
2011-02-09,23591.5,23128.720703125,23535.41015625,23164.029296875,2265545200.0,23164.029296875
2011-02-10,23069.419921875,22668.01953125,23035.640625,22708.619140625,2501942600.0,22708.619140625
2011-02-11,22861.529296875,22446.669921875,22752.55078125,22828.919921875,1973130000.0,22828.919921875
2011-02-14,23187.8203125,22899.580078125,22920.2890625,23121.060546875,1623695500.0,23121.060546875
2011-02-15,23104.98046875,22881.16015625,23037.029296875,22899.779296875,1314995900.0,22899.779296875
2011-02-16,23183.279296875,22809.009765625,23015.390625,23156.970703125,1289275200.0,23156.970703125
2011-02-17,23320.4296875,23079.470703125,23173.48046875,23301.83984375,1447116400.0,23301.83984375
2011-02-18,23614.609375,23316.30078125,23342.669921875,23595.240234375,2141906600.0,23595.240234375
2011-02-21,23585.630859375,23444.76953125,23500.109375,23485.419921875,1226047400.0,23485.419921875
2011-02-22,23170.51953125,22938.130859375,23170.51953125,22990.810546875,1736180400.0,22990.810546875
2011-02-23,23055.470703125,22837.08984375,22983.369140625,22906.900390625,1287207300.0,22906.900390625
2011-02-24,23036.9296875,22575.990234375,22856.779296875,22601.0390625,1506227400.0,22601.0390625
2011-02-25,23091.3203125,22712.9609375,22727.0390625,23012.369140625,1403488800.0,23012.369140625
2011-02-28,23388.3203125,22886.369140625,22900.150390625,23338.01953125,1782741200.0,23338.01953125
2011-03-01,23478.69921875,23244.109375,23317.9609375,23396.419921875,1802511600.0,23396.419921875
2011-03-02,23114.4296875,22915.650390625,23114.4296875,23048.66015625,1491985100.0,23048.66015625
2011-03-03,23329.380859375,23097.150390625,23102.830078125,23122.419921875,1643360500.0,23122.419921875
